ISO3,Year,Heritage_Score,Property Rights,Government Integrity,Judicial Effectiveness,Tax Burden,Government Spending,Fiscal Health,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom,Financial Freedom,fraser_Score,Size_of_Government,Legal_System_and_Property,Sound_Money,Free_Trade,Regulation,Access to clean fuels and technologies for cooking (% of population),"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)","Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),"Children in employment, work only (% of children in employment, ages 7-14)",Consumer price index (2010 = 100),Coverage of social insurance programs (% of population),Coverage of social insurance programs in poorest quintile (% of population),Coverage of social safety net programs (% of population),Coverage of social safety net programs in poorest quintile (% of population),Coverage of unemployment benefits and ALMP in poorest quintile (% of population),"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",Exports of goods and services (constant 2015 US$),GDP (constant 2015 US$),GDP growth (annual %),GDP per capita (constant 2015 US$),GDP per capita growth (annual %),GNI (constant 2015 US$),GNI growth (annual %),GNI per capita (constant 2015 US$),GNI per capita growth (annual %),Gini index,Income share held by highest 10%,Income share held by lowest 10%,Marine protected areas (% of territorial waters),Poverty gap at $3.65 a day (2017 PPP) (%),Poverty gap at $6.85 a day (2017 PPP) (%),Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),Poverty headcount ratio at national poverty lines (% of population),Poverty headcount ratio at societal poverty line (% of population),Proportion of people living below 50 percent of median income (%),Proportion of population pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Proportion of population pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%),Proportion of population pushed further below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Proportion of population pushed further below the 60% median consumption poverty line by out-of-pocket health care expenditure (%),Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),Prosperity gap (average shortfall from a prosperity standard of $25/day),"School enrollment, primary (% net)","Survey mean consumption or income per capita, total population (2017 PPP $ per day)","Unemployment, total (% of total labor force) (modeled ILO estimate)"
MHL,1991,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,140619900.0,0.087799312,3085.935305,-1.974666531,,,,,,,,,,,,,,,,,,,,,,,,,
MHL,1992,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,150661400.0,7.140881198,3247.852893,5.246953403,,,,,,,,,,,,,,,,,,,,,,,,,
MHL,1993,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,159710500.0,6.006249776,3391.385132,4.419296172,,,,,,,,,,,,,,,,,,,,,,,,,
MHL,1994,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,169097800.0,5.877697459,3544.135647,4.504074581,,,,,,,,,,,,,,,,,,,,,,,,,
MHL,1995,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,182986300.0,8.213294318,3791.204989,6.971215732,,,,,,,,,,,,,,,,,,,,,,,,,
MHL,1996,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,164133300.0,-10.30295711,3365.111225,-11.23900621,,,,,,,,,,,,,,,,,,,,,,,,,
MHL,1997,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,153553800.0,-6.445675558,3117.274001,-7.36490439,182654900.0,,3708.051321,,,,,,,,,,,,,,,,,,,,,,
MHL,1998,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,152518700.0,-0.674095985,3067.737394,-1.589100189,189188800.0,,3805.314078,2.623015398,,,,,,,,,,,,,,,,,,,,,
MHL,1999,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,22.95052438,10.2492243,,,,,,150483000.0,-1.334721578,2997.549898,-2.287923842,193014300.0,,3844.753197,1.036422187,,,,,,,,,,,,,,,,,,,,,
MHL,2000,,,,,,,,,,,,,,,,,,,,7.6,,,0.0,0.0,,,,,,,,,,154176500.0,2.454430069,3040.596774,1.436068676,197319600.0,,3891.444799,1.214423916,,,,,,,,,,,,,,,,,,,,,
MHL,2001,,,,,,,,,,,,,,,,,,,,9.8,,,0.0,0.0,,,,,,,,,,164861000.0,6.930044462,3224.79119,6.057837656,208941900.0,,4087.043014,5.026364874,,,,,,,,,,,,,,,,,,,,,
MHL,2002,,,,,,,,,,,,,,,,,,,,12.7,,,0.0,0.0,,,,,,,,,,170855000.0,3.63579015,3322.411279,3.027175496,212480400.0,,4131.850267,1.09632449,,,,,,,,,,,,,,,,,,,96.30116,,
MHL,2003,,,,,,,,,,,,,,,,,,,,16.8,,,0.0,0.0,,,,,,,,,,168186800.0,-1.561675105,3256.972443,-1.969618743,209271800.0,,4052.592033,-1.918226196,,,,,,,,,,,,,,,,,,,,,
MHL,2004,,,,,,,,,,,,,,,,,,,,21.7,,,0.0,0.0,,,,,,,,,60224200.0,167500000.0,-0.408355471,3234.152652,-0.700644285,208800000.0,,4031.5885,-0.518274059,,,,,,,,,,,,,,,,,,,,,
MHL,2005,,,,,,,,,,,,,,,,,,,,27.7,,,0.0,0.0,,,,,,,,,55427000.0,170500000.0,1.791044776,3284.784033,1.56552229,216800000.0,3.695180207,4176.781104,3.601374604,,,,,,,,,,,,,,,,,,,,,
MHL,2006,,,,,,,,,,,,,,,,,,,,34.2,,,0.0,0.0,,,,,,,,,39530800.0,170800000.0,0.175953079,3285.120788,0.010251972,215100000.0,-2.093663253,4137.17495,-0.94824587,,,,,,,,,,,,,,,,,,,,,
MHL,2007,,,,,,,,,,,,,,,,,,,,41.0,,,0.0001,0.001921783,,,,,,,,,43675900.0,177100000.0,3.68852459,3403.478428,3.602839829,222900000.0,3.878522523,4283.655232,3.540587087,,,,,,,,,,,,,,,,,,,,,
MHL,2008,,,,,,,,,,,,,,,,,,,,46.9,,,0.0003,0.005765904,,,,,,,,,37607300.0,163700000.0,-7.566346697,3146.261772,-7.55746397,209500000.0,-7.145806832,4026.52316,-6.002632294,,,,,,,,,,,,,,,,,,,,,
MHL,2009,,,,,,,,,,,,,,,,,,,,52.4,,,0.0005,0.009611873,,,,,,,,,49241900.0,169700000.0,3.665241295,3262.269555,3.687162471,212500000.0,1.610178776,4085.045849,1.453429835,,,,,,,,,,,,,,,,,,,,,
MHL,2010,,,,,,,,,,,,,,,,,,,,56.8,,,0.0005,0.009607255,,,,,,,,,66717500.0,179100000.0,5.5391868,3441.318884,5.488489704,215100000.0,2.4317598,4133.041273,1.174905397,,,,,,,,,,,,,,,,,,,,,
MHL,2011,,,,,,,,,,,,,,,,,,,,59.5,,,0.0004,0.00770609,,,,,,,,92.05999756,77869000.0,178200000.0,-0.502512563,3433.062978,-0.239905289,214000000.0,-0.958477466,4122.75801,-0.248806208,,,,,,,,,,,,,,,,,,,94.11373,,
MHL,2012,,,,,,,,,,,,,,,,,,,,61.6,,,0.0003,0.005834419,,,,,,,,,73777200.0,175900000.0,-1.290684624,3420.914448,-0.353868546,205800000.0,-4.721160263,4002.41156,-2.919076242,,,,,,,,,,,,,,,,,,,,,
MHL,2013,,,,,,,,,,,,,,,,,,,,63.0,,,0.0002,0.003946252,,,,,,,,,73171800.0,182600000.0,3.808982376,3602.928119,5.320614526,218200000.0,6.640167036,4305.360983,7.569172209,,,,,,,,,,,,,,,,,,,,,
MHL,2014,,,,,,,,,,,,,,,,,,,,63.9,,,0.0001,0.002008193,,,,,,,,,81987200.0,180300000.0,-1.25958379,3620.772753,0.495281427,221600000.0,1.493694134,4450.156639,3.363147858,,,,,,,,,,,,,,,,,,,,,
MHL,2015,,,,,,,,,,,,,,,,,,,,64.3,,,0.0,0.0,,,,,,,,,81272900.0,183700000.0,1.885745979,3764.344262,3.965217352,242200000.0,9.020930201,4963.114754,11.52674291,,,,,,,,,,,,,,,,,,,72.45776,,
MHL,2016,,,,,,,,,,,,,,,,,,,,64.7,,,0.0,0.0,,,,,,,,,71773700.0,188300000.0,2.504082744,3946.844411,4.848125886,244400000.0,-0.149453597,5122.723176,3.215892232,,,,0.268783505,,,,,,,,,,,,,,,73.15121,,
MHL,2017,,,,,,,,,,,,,,,,,,,,64.9,,,0.0,0.0,,,,,,,,,69651800.0,195000000.0,3.558151885,4190.934686,6.18444128,244900000.0,0.181035567,5263.384126,2.74582376,,,,0.268803312,,,,,,,,,,,,,,,,,
MHL,2018,,,,,,,,,,,,,,,,,,,,65.1,,,0.0,0.0,,,,,,,,,73835900.0,205700000.0,5.487179487,4542.342939,8.384961342,254300000.0,4.170082381,5615.545987,6.690787753,,,,0.268803312,,,,,,,,,,,,,,,,,
MHL,2019,,,,,,,,,,,,,,,,,,,,64.7,,,0.0,0.0,,,55.62347061,45.95847836,14.86551967,12.58084776,,95.77045441,82629400.0,227200000.0,10.45211473,5162.815007,13.6597363,279000000.0,9.172907907,6339.90047,12.89909273,35.5,27.5,2.8,0.268803,1.4,8.8,6.1,31.5,7.2,20.3,11.3,,,,,,,3.2,,,
MHL,2020,,,,,,,,,,,,,,,,,,,,64.8,,,0.0,0.0,,,,,,,,,78731900.0,220900000.0,-2.772887324,5172.575282,0.18904949,271300000.0,-4.167000316,6352.73732,0.202477152,,,,0.268803,,,,,,,,,,,,,,,,,
MHL,2021,,,,,,,,,,,,,,,,,,,,64.6,,,0.0,0.0,,,,,,,,67.79714203,96241800.0,223600000.0,1.222272522,5405.274736,4.49871565,253200000.0,-6.608583171,6120.820944,-3.650652693,,,,0.268803269,,,,,,,,,,,,,,,,,
MHL,2022,,,,,,,,,,,,,,,,,,,,64.0,,,0.0,0.0,,,,,,,,,78074900.0,221100000.0,-1.118067979,5516.880006,2.06474741,252200000.0,3.333462356,6292.886194,2.8111466,,,,0.2688033,,,,,,,,,,,,,,,,,
MHL,2023,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,78448300.0,212400000.0,-3.934871099,5470.420069,-0.842141526,257500000.0,0.021453394,6631.982898,5.388572016,,,,,,,,,,,,,,,,,,,,,
MRT,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRT,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116491464.7,1064724230.0,,1258.290893,,,,,,,,,,,,,,,,,,,,,,,,,,
MRT,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120622372.9,1072460606.0,0.726608379,1233.870626,-1.940748988,,,,,,,,,,,,,,,,,,,,,,,,,
MRT,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227199673.6,1051185480.0,-1.983767575,1176.582067,-4.642995576,,,,,,,,,,,,,,,,,,,,,,,,,
MRT,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524624682.1,1342268057.0,27.69088635,1460.646122,24.14315691,,,,,,,,,,,,,,,,,,,,,,,,,
MRT,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556845736.1,1558887712.0,16.1383305,1648.155088,12.83739869,,,,,,,,,,,,,,,,,,,,,,,,,
MRT,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594111608.2,1562488150.0,0.230961967,1603.938739,-2.682778439,,,,,,,,,,,,,,,,,,,,,,,,,
MRT,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631116634.6,1618224178.0,3.567132897,1612.02915,0.504409038,,,,,,,,,,,,,,,,,,,,,,,,,
MRT,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652744250.6,1783225478.0,10.19644262,1723.357753,6.90611599,1724448233.0,,1666.55382,,,,,,,,,,,,,,,,,,,,,,
MRT,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668031954.4,1805489621.0,1.248532089,1692.507945,-1.790098893,1717179315.0,-0.421521373,1609.723812,-3.41003137,,,,,,,,,,,,,,,,,,,,,
MRT,1971,,,,,,,,,,,,,,,,,,,,,,,0.3347,0.295227494,,,,,,,,,708495509.6,2059155581.0,1.842886438,1816.311148,-1.202064068,1975065930.0,1.410902537,1742.138525,-1.621132295,,,,,,,,,,,,,,,,,,,,,
MRT,1972,,,,,,,,,,,,,,,,,,,,,,,0.3368,0.288268549,,,,,,,,,904465356.8,2044063867.0,-0.732907868,1749.522934,-3.677135045,1969306464.0,-0.29160877,1685.537756,-3.248924724,,,,,,,,,,,,,,,,,,,,,
MRT,1973,,,,,,,,,,,,,,,,,,,,,,,0.3492,0.290072252,,,,,,,,,835399311.1,1950348507.0,-4.584756933,1620.108775,-7.397111311,1911486931.0,-2.936035328,1587.827375,-5.796985604,,,,,,,,,,,,,,,,,,,,,
MRT,1974,,,,,,,,,,,,,,,,,,,,,,,0.3742,0.301728448,,,,,,,,,914735332.7,2187561811.0,12.16261106,1763.895321,8.875116815,2161629757.0,13.08629541,1742.985545,9.771727908,,,,,,,,,,,,,,,,,,,,,
MRT,1976,,,,,,,,,,,,,,,,,,,,,,,0.4023,0.305853409,,,,,,,,,727335391.3,2252596743.0,8.54610493,1712.563742,5.409717525,2072065932.0,4.41651954,1575.313024,1.399454515,,,,,,,,,,,,,,,,,,,,,
MRT,1977,,,,,,,,,,,,,,,,,,,,,,,0.4155,0.306921127,,,,,,,,,689587076.1,2210279603.0,-1.878593682,1632.687139,-4.664153607,2088194708.0,0.77839105,1542.50559,-2.082597779,,,,,,,,,,,,,,,,,,,,,
MRT,1978,,,,,,,,,,,,,,,,,,,,,,,0.423,0.303723739,,,,,,,,,745186471.4,2199124016.0,-0.504713833,1579.021676,-3.286940982,2125757837.0,1.798832685,1526.34307,-1.047809472,,,,,,,,,,,,,,,,,,,,,
MRT,1979,,,,,,,,,,,,,,,,,,,,,,,0.4792,0.334459832,,,,,,,,,848385666.3,2304462932.0,4.790039838,1608.410445,1.861201091,2232646800.0,5.028275647,1558.286047,2.092778307,,,,,,,,,,,,,,,,,,,,,
MRT,1981,,,,,,,,,,,,,,,,,,,,,,,0.4393,0.289608188,,,,,,,,,1100086448.0,2464342310.0,3.45028842,1624.615779,0.529030035,2363203141.0,1.693245733,1557.93986,-1.178396785,,,,,,,,,,,,,,,,,,,,,
MRT,1982,,,,,,,,,,,,,,,,,,,,,,,0.4107,0.263070916,,,,,,,,,1009361643.0,2406678570.0,-2.339924122,1541.580558,-5.111068248,2315329086.0,-2.025812084,1483.067307,-4.805869266,,,,,,,,,,,,,,,,,,,,,
MRT,1983,,,,,,,,,,,,,,,,,,,,,,,0.4458,0.27745518,,,,,,,,,1309559697.0,2496576246.0,3.735342027,1553.808907,0.793234478,2379836715.0,2.786110566,1481.153035,-0.129075194,,,,,,,,,,,,,,,,,,,,,
MRT,1984,,,,,,,,,,,,,,,,,,,,,,,0.6233,0.376913974,,,,,,,,,1223505484.0,2416015114.0,-3.226864452,1460.981642,-5.974175105,2334942759.0,-1.886430092,1411.956608,-4.671794586,,,,,,,,,,,,,,,,,,,,,
MRT,1986,,,,,,,,,,,,,,,,,,,,,,,0.3867,0.220739967,,22.44836086,,,,,,,1380453454.0,2630543917.0,5.713579355,1501.593425,2.712768848,2488196464.0,4.8657866,1420.337226,1.889041738,,,,,,,,,,,,,,,,,,,,,
MRT,1987,,,,,,,,,,,,,,,,,,,,,,,0.7061,0.391622028,,24.27842814,,,,,,,1261973432.0,2680534357.0,1.900384152,1486.696363,-0.99208355,2537966036.0,2.000226759,1407.624143,-0.895075,43.9,32.0,1.4,,33.4,55.8,67.5,89.8,,47.3,22.1,,,,,,,15.4,,,
MRT,1988,,,,,,,,,,,,,,,,,,,,,,,0.8359,0.450411373,,24.5988205,,,,,,5.099999905,1344955063.0,2726650215.0,1.720397976,1469.211947,-1.176058291,2601916133.0,2.519738107,1402.000978,-0.399479118,,,,,,,,,,,,,,,,,,,,,
MRT,1989,,,,,,,,,,,,,,,,,,,,,,,0.889,0.467145337,,27.78010776,,,,,,,1222464207.0,2856918259.0,4.77758542,1501.232895,2.179464154,2744530957.0,5.48114608,1442.176423,2.865578946,,,,,,,,,,,,,,,,,,,,,
MRT,1991,,,,,,,,,,,,,,,,,,,,,,,0.8919,0.44378919,,31.28051163,,,,,,,1156914818.0,2856492871.0,1.788087282,1421.325999,-1.142373669,2776960798.0,2.770913123,1381.752645,-0.187843209,,,,,,,,,,,,,,,,,,,,,9.984
MRT,1992,,,,,,,,,,,,,,,,,,,,,,,2.2812,1.092458103,,34.45292405,,,,,,,1115782263.0,2910027139.0,1.874125731,1393.601055,-1.950639351,2834358501.0,2.066925212,1357.363629,-1.76507834,,,,,,,,,,,,,,,,,,,,,10.058
MRT,1993,,,,,,,,,,,,,,,,,,,,,,,2.2601,1.03944759,,37.68128161,,,,,,,1072300884.0,3080951583.0,5.873637432,1416.967257,1.67667799,2986354725.0,5.362632285,1373.461007,1.185929707,49.5,41.9,2.1,,32.8,56.4,71.4,90.4,,48.4,14.0,,,,,,,12.5,,,9.874
MRT,1994,,,,,,,,,,,,,,,,,,,,,,,2.3493,1.044386771,,39.23686236,,,,,,,1125121524.0,2986651905.0,-3.060732225,1327.723041,-6.298255388,2888345753.0,-3.281893183,1284.020812,-6.512030138,,,,,,,,,,,,,,,,,,,46.50189,,9.991
MUS,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,956645875.0,,1413.728252,,,,,,,,,,,,,,,,,,,,,,,,,,
MUS,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1175230800.0,22.849095,1726.358744,22.11390283,,,,,,,,,,,,,,,,,,,,,,,,,
MUS,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1184708882.0,0.806486903,1691.597878,-2.013536673,,,,,,,,,,,,,,,,,,,,,,,,,
MUS,1963,,,,,,,,,,,,,,,,,,,,,,,,,,2.913207627,,,,,,,,1349318561.0,13.89452561,1877.022903,10.96153098,,,,,,,,,,,,,,,,,,,,,,,,,
MUS,1964,,,,,,,,,,,,,,,,,,,,,,,,,,2.968429638,,,,,,,,1256357354.0,-6.889492994,1706.124077,-9.104781116,,,,,,,,,,,,,,,,,,,,,,,,,
MUS,1965,,,,,,,,,,,,,,,,,,,,,,,,,,3.021432908,,,,,,,,1296522846.0,3.196979897,1721.809888,0.919382806,,,,,,,,,,,,,,,,,,,,,,,,,
MUS,1966,,,,,,,,,,,,,,,,,,,,,,,,,,3.097116647,,,,,,,,1250260258.0,-3.568204548,1626.221537,-5.551620517,,,,,,,,,,,,,,,,,,,,,,,,,
MUS,1967,,,,,,,,,,,,,,,,,,,,,,,,,,3.15529698,,,,,,,,1305073286.0,4.384129364,1664.810542,2.372924237,,,,,,,,,,,,,,,,,,,,,,,,,
MUS,1968,,,,,,,,,,,,,,,,,,,,,,,,,,3.375445445,,,,,,,,1215158229.0,-6.889655736,1521.966988,-8.580168729,,,,,,,,,,,,,,,,,,,,,,,,,
MUS,1969,,,,,,,,,,,,,,,,,,,,,,,,,,3.453594452,,,,,,,,1275101631.0,4.93297089,1569.539369,3.125716961,,,,,,,,,,,,,,,,,,,,,,,,,
MUS,1971,,,,,,,,,,,,,,,,,,,,,,,0.3058,0.364381636,,3.517937956,,,,,,,,1324244380.0,4.273563448,1577.927838,2.629747993,,,,,,,,,,,,,,,,,,,,,,,,,
MUS,1972,,,,,,,,,,,,,,,,,,,,,,,0.335,0.393168031,,3.707763621,,,,,,13.18000031,,1434770611.0,8.346362139,1683.898315,6.715799953,,,,,,,,,,,,,,,,,,,,,,,77.95204,,
MUS,1973,,,,,,,,,,,,,,,,,,,,,,,0.3733,0.431651016,,4.206487411,,,,,,,,1606680325.0,11.98168633,1857.822649,10.32867199,,,,,,,,,,,,,,,,,,,,,,,78.48824,,
MUS,1974,,,,,,,,,,,,,,,,,,,,,,,0.4425,0.503962225,,5.431232734,,,,,,,,1748258203.0,8.811826198,1991.087218,7.173158825,,,,,,,,,,,,,,,,,,,,,,,79.07802,,
MUS,1976,,,,,,,,,,,,,,,,,,,,,,,0.5092,0.561716567,,7.039068243,,,,,,,900311627.8,2183115628.0,23.75244402,2408.272223,21.77201066,,,,,,,,,,,,,,,,,,,,,,,80.1124,,
MUS,1977,,,,,,,,,,,,,,,,,,,,,,,0.591,0.641429857,,7.684726705,,,,,,,1021710429.0,2326057723.0,6.547619054,2524.539547,4.827831442,,,,,,,,,,,,,,,,,,,,,,,83.59573,,
MUS,1978,,,,,,,,,,,,,,,,,,,,,,,0.619,0.663096586,,8.341397295,,,,,,,1018317297.0,2415164484.0,3.830806086,2587.217002,2.482728188,,,,,,,,,,,,,,,,,,,,,,,81.3039,,
MUS,1979,,,,,,,,,,,,,,,,,,,,,,,0.6231,0.655972072,,9.548094708,,,,,,,1051871624.0,2500094365.0,3.516525747,2631.988577,1.730491666,,,,,,,,,,,,,,,,,,,,,,,78.6053,,
MUS,1981,,,,,,,,,,,,,,,,,,,,,,,0.6013,0.61328231,,15.51898652,,,,,,,1018317297.0,2380821255.0,5.882352901,2428.264691,4.324779863,,,,,,,,,,,,,,,,,,,,,,,82.57425,,
MUS,1982,,,,,,,,,,,,,,,,,,,,,,,0.5536,0.557771574,,17.2905864,,,,,,,1120111325.0,2511696807.0,5.497075928,2530.623339,4.215300289,,,,,,,,,,,,,,,,,,,,,,,88.51138,,
MUS,1983,,,,,,,,,,,,,,,,,,,,,,,0.6298,0.628736806,,18.25704338,,,,,,24.28000069,1130443334.0,2521336582.0,0.38379531,2517.080199,-0.535170123,,,,,,,,,,,,,,,,,,,,,,,91.63173,,
MUS,1984,,,,,,,,,,,,,,,,,,,,,,,0.6767,0.668529896,,19.606086,,,,,,,1177038666.0,2639798700.0,4.698385728,2607.927221,3.609222391,,,,,,,,,,,,,,,,,,,,,,,94.81689,,
MUS,1986,,,,,,,,,,,,,,,,,,,,,,,0.7872,0.765490684,,21.26098152,,,,,,,1672975097.0,3098437751.0,9.742033321,3012.989372,8.906236903,,,,,,,,,,,,,,,,,,,,,,,98.41281,,
MUS,1987,,,,,,,,,,,,,,,,,,,,,,,0.8325,0.80350783,,21.37127109,,,,,,,1977465478.0,3373921085.0,8.891039827,3256.422836,8.079466409,,,,,,,,,,,,,,,,,,,,,,,99.64917,,
MUS,1988,,,,,,,,,,,,,,,,,,,,,,,0.9219,0.883690123,,23.32873294,,,,,,,2216698466.0,3603055765.0,6.791346748,3453.720351,6.058719163,,,,,,,,,,,,,,,,,,,,,,,99.45495,,
MUS,1989,,,,,,,,,,,,,,,,,,,,,,,1.0394,0.9887183,,26.28449322,,,,,,,2285484270.0,3763937559.0,4.465148607,3580.40595,3.668090832,,,,,,,,,,,,,,,,,,,,,,,99.32785,,
MUS,1991,,,,,,,,,,,,,,,,,,,,,,,1.2705,1.18708807,,31.91815524,,,,,,,2580594404.0,4213387344.0,4.435446262,3936.766509,3.3141664,,,,,,,,,,,,,,,,,,,,,,,92.62251,,9.507
MUS,1992,,,,,,,,,,,,,,,,,,,,,,,1.3423,1.237780571,,33.40028094,,,,,,,2666073402.0,4487792562.0,6.512698583,4138.346449,5.120444415,,,,,,,,,,,,,,,,,,,,,,,,,9.451
MUS,1993,,,,,,,,,,,,,,,,,,,,,,,1.48,1.348674199,,36.91326853,,,,,,,2844669018.0,4715865005.0,5.082062956,4297.409092,3.843628001,,,,,,,,,,,,,,,,,,,,,,,92.76294,,9.512
MUS,1994,,,,,,,,,,,,,,,,,,,,,,,1.5244,1.369821161,,39.61660125,,,,,,,2927734359.0,4910919919.0,4.136142861,4412.937566,2.688328517,,,,,,,,,,,,,,,,,,,,,,,93.73893,,9.524
MEX,1960,,,,,,,,,,,,,,,,,,,,,,,,,,0.012904548,,,,,,,5546686278.0,152253000000.0,,4145.793022,,148628000000.0,,4047.089319,,,,,,,,,,,,,,,,,,,,,,
MEX,1961,,,,,,,,,,,,,,,,,,,,,,,,,,0.013112151,,,,,,,6037130718.0,159865000000.0,5.000000001,4219.181509,1.770191769,156254000000.0,5.131059485,4123.871502,1.897219854,,,,,,,,,,,,,,,,,,,,,
MEX,1962,,,,,,,,,,,,,,,,,,,,,,,,,,0.013269364,,,,,,,6411889043.0,167322000000.0,4.664414673,4276.143265,1.350066506,163805000000.0,4.83281173,4186.271081,1.51313103,,,,,,,,,,,,,,,,,,,,,
MEX,1963,,,,,,,,,,,,,,,,,,,,,,,,,,0.013348191,,,,,,,6585959017.0,180887000000.0,8.106886928,4474.727509,4.644003515,177027000000.0,8.071784117,4379.259229,4.610025119,,,,,,,,,,,,,,,,,,,,,
MEX,1964,,,,,,,,,,,,,,,,,,,,,,,,,,0.013660259,,,,,,,7040328897.0,202422000000.0,11.90548077,4845.874428,8.294290958,197283000000.0,11.44190345,4722.841601,7.845673283,,,,,,,,,,,,,,,,,,,,,
MEX,1965,,,,,,,,,,,,,,,,,,,,,,,,,,0.014147662,,,,,,,10684984960.0,216794000000.0,7.099999997,5021.347993,3.621091873,210146000000.0,6.52029498,4867.370816,3.060217299,,,,,,,,,,,,,,,,,,,,,
MEX,1966,,,,,,,,,,,,,,,,,,,,,,,,,,0.014744098,,,,,,,11714009920.0,230010000000.0,6.096139303,5153.814691,2.638070458,222098000000.0,5.687204834,4976.519888,2.242464689,,,,,,,,,,,,,,,,,,,,,
MEX,1967,,,,,,,,,,,,,,,,,,,,,,,,,,0.01518892,,,,,,,11081682523.0,243477000000.0,5.854924879,5278.10822,2.411680217,239816000000.0,7.977863633,5198.749574,4.465564106,,,,,,,,,,,,,,,,,,,,,
MEX,1968,,,,,,,,,,,,,,,,,,,,,,,,,,0.015543422,,,,,,,11636632559.0,266421000000.0,9.423278818,5589.051192,5.891182196,262185000000.0,9.327449229,5500.196256,5.79844591,,,,,,,,,,,,,,,,,,,,,
MEX,1969,,,,,,,,,,,,,,,,,,,,,,,,,,0.016066769,,,,,,,13071568708.0,275528000000.0,3.418620023,5596.396878,0.131429928,270897000000.0,3.322891545,5502.327263,0.038744206,,,,,,,,,,,,,,,,,,,,,
MEX,1971,,,,,,,,,,,,,,,,,,,,,,,121.2911,2.314161045,,0.017793317,,,,,,,14018438873.0,304485000000.0,3.762467685,5809.398791,0.59964863,298593000000.0,3.713676304,5696.969975,0.552344475,,,,,,,,,,,,,,,,,,,80.76854,,
MEX,1972,,,,,,,,,,,,,,,,,,,,,,,133.3788,2.468598654,,0.018672964,,,,,,,15972835553.0,329541000000.0,8.228807312,6099.203174,4.988543447,323121000000.0,8.214704317,5980.386408,4.974862682,,,,,,,,,,,,,,,,,,,,,
MEX,1973,,,,,,,,,,,,,,,,,,,,,,,143.5012,2.577837281,,0.02092902,,,,,,,17715916129.0,355447000000.0,7.861119861,6385.197147,4.6890383,349503000000.0,8.16478779,6278.435451,4.983775677,,,,,,,,,,,,,,,,,,,,,
MEX,1974,,,,,,,,,,,,,,,,,,,,,,,158.3124,2.761897915,,0.025906781,,,,,,,17677099487.0,375980000000.0,5.77682723,6559.301127,2.726681364,368754000000.0,5.508110405,6433.243661,2.465713169,,,,,,,,,,,,,,,,,,,,,
MEX,1976,,,,,,,,,,,,,,,,,,,,,,,177.7694,2.931286985,,0.034490783,,,,,,,19393648240.0,415141000000.0,4.417444136,6845.371118,1.553952698,403786000000.0,4.00036177,6658.138392,1.148308189,,,,,,,,,,,,,,,,,,,,,
MEX,1977,,,,,,,,,,,,,,,,,,,,,,,183.8224,2.950198138,,0.044515227,,,,,,,22926645293.0,429217000000.0,3.390639707,6888.578946,0.631197757,416825000000.0,3.229018088,6689.690626,0.473889734,,,,,,,,,,,,,,,,,,,88.42588,,
